firstname,lastname,city,year,ethnicity
Derek,Timm,Scotts Valley,2022,white
Allan,Timms,Scotts Valley,2022,white
Ellery,Deaton,SEAL BEACH,2010,white
Gordon,Shanks,SEAL BEACH,2010,white
Michael,Levitt,SEAL BEACH,2010,white
Ellery,Deaton,Seal Beach,2014,white
Mike,Varipapa,Seal Beach,2014,asian
Sandra,Massa-Lavitt,Seal Beach,2014,white
Thomas,Moore,Seal Beach,2016,white
Schelly,Sustarsic,Seal Beach,2016,white
Joe,Kalmick,Seal Beach,2018,white
Mike,Varipapa,Seal Beach,2018,asian
Sandra,Massa-Lavitt,Seal Beach,2018,white
Joe,Kalmick,Seal Beach,2019,white
Thomas,Moore,Seal Beach,2020,white
Schelly,Sustarsic,Seal Beach,2020,white
Joe,Kalmick,Seal Beach,2022,white
Stephanie,Wade,Seal Beach,2022,white
Nathan,Steele,Seal Beach,2022,white
Lisa,Landau,Seal Beach,2023,white
Nathan,Steele,Seal Beach,2023,white
Dennis,Alexander,SEASIDE,2010,black
Alvin,Edwards,SEASIDE,2010,white
David,Pacheco,Seaside,2012,hispanic
Ian,Oglesby,Seaside,2012,white
Dennis,Alexander,Seaside,2014,black
Jason,Campbell,Seaside,2014,white
Dave,Pacheco,Seaside,2016,hispanic
Kayla,Jones,Seaside,2016,black
Jason,Campbell,Seaside,2018,white
Jon,Wizard,Seaside,2018,white
Alexis,Garcia-Arrazola,Seaside,2020,hispanic
David,Pacheco,Seaside,2020,hispanic
Diana,Rich,Sebastapol,2020,black
Neysa,Hinton,Sebastapol,2020,white
Sarah,Gurney,SEBASTOPOL,2010,white
Michael,Kyes,SEBASTOPOL,2010,white
Patrick,Slayter,SEBASTOPOL,2010,white
Robert,Jacob,Sebastopol,2012,white
John,Eder,Sebastopol,2012,white
Sarah,Gurney,Sebastopol,2014,white
Una,Glass,Sebastopol,2014,white
Patrick,Slayter,Sebastopol,2014,white
Neysa,Hinton,Sebastopol,2016,white
Michael,Carnacchi,Sebastopol,2016,white
Una,Glass,Sebastopol,2018,white
Sarah,Gurney,Sebastopol,2018,white
Patrick,Slayter,Sebastopol,2018,white
Stephen,Zollman,Sebastopol,2022,white
Jill,McLewis,Sebastopol,2022,white
Sandra,Maurer,Sebastopol,2022,white
Mike,Derr,SELMA,2010,white
Kenneth,Grey,SELMA,2010,white
Scott,Robertson,Selma,2012,white
Jim,Avalos,Selma,2012,hispanic
George,Rodriguez,Selma,2012,hispanic
Yvette,Montijo,Selma,2014,hispanic
Michael,Derr,Selma,2014,white
Scott,Robertson,Selma,2016,white
Jim,Avalos,Selma,2016,hispanic
Louis,Franco,Selma,2016,hispanic
Sarah,Guerra,Selma,2018,hispanic
Johnny,Trujillo,Selma,2018,hispanic
Blanca,Mendoza-Navarro,Selma,2020,hispanic
Beverly,Cho,Selma,2020,asian
John,Trujillo,Selma,2022,hispanic
Sarah,Guerra,Selma,2022,hispanic
Jon,Johnston,SHAFTER,2010,white
Cathy,Prout,SHAFTER,2010,white
Fran,Florez,Shafter,2012,hispanic
Gilbert,Alvarado,Shafter,2012,hispanic
Jack,Colvard,Shafter,2012,white
Cathy,Prout,Shafter,2014,white
Eli,Espericueta,Shafter,2014,hispanic
Gilbert,Alvarado,Shafter,2016,hispanic
Manuel,Garcia,Shafter,2016,hispanic
Chad,Givens,Shafter,2016,black
Cesar,Lopez,Shafter,2018,hispanic
Cathy,Prout,Shafter,2018,white
Pete,Espinoza,Shafter,2020,hispanic
Gilbert,Alvarado,Shafter,2020,hispanic
Chad,Givens,Shafter,2020,black
Cathy,Prout,Shafter,2022,white
Gustavo,"Olvera, Jr",Shafter,2022,hispanic
Pamelyn,Morgan,Shasta Lake,2012,white
Greg,Watkins,Shasta Lake,2012,white
Lori,Chapman-Sifers,Shasta Lake,2012,white
Larry,Farr,Shasta Lake,2012,white
Pamelyn,Morgan,Shasta Lake,2014,white
Richard,Kern,Shasta Lake,2014,white
Richard,Kern,Shasta Lake,2018,white
Pamelyn,Morgan,Shasta Lake,2018,white
Larry,Farr,Shasta Lake,2020,white
Janice,Powell,Shasta Lake,2020,white
Greg,Watkins,Shasta Lake,2020,white
Justin,Jones,Shasta Lake,2022,black
Pamelyn,Morgan,Shasta Lake,2022,white
Tena,Eisenbeisz,Shasta Lake,2023,white
Josh,Moran,SIERRA MADRE,2010,white
Joe,Mosca,SIERRA MADRE,2010,white
Nancy,Walsh,SIERRA MADRE,2010,white
John,Harabedian,Sierra Madre,2012,white
John,Capoccia,Sierra Madre,2012,white
Chris,Koerber,Sierra Madre,2012,white
Gene,Goss,Sierra Madre,2014,white
Rachelle,Arizmendi,Sierra Madre,2014,hispanic
Denise,Delmar,Sierra Madre,2014,white
John,Harbedian,Sierra Madre,2016,white
John,Capoccia,Sierra Madre,2016,white
Rachelle,Arizmendi,Sierra Madre,2018,hispanic
Denise,Delmar,Sierra Madre,2018,white
Gene,Goss,Sierra Madre,2018,white
Kelly,Kriebs,Sierra Madre,2020,white
Robert,Parkhurst,Sierra Madre,2020,white
Edward,Garcia,Sierra Madre,2020,hispanic
Kris,Lowe,Sierra Madre,2022,white
Gene,Goss,Sierra Madre,2022,white
Edward,Garcia,Sierra Madre,2022,hispanic
Tina,Hansen,Signal Hill,2011,white
Larry,Forester,Signal Hill,2011,white
Mike,Noll,Signal Hill,2013,white
Lori,Woods,Signal Hill,2013,black
Edward,Wilson,Signal Hill,2013,white
Tina,Hanson,Signal Hill,2015,white
Larry,Forester,Signal Hill,2015,white
Robert,Copeland,Signal Hill,2017,white
Edward,Wilson,Signal Hill,2017,white
Lori,Woods,Signal Hill,2017,black
Keir,Jones,Signal Hill,2019,black
Tina,Hansen,Signal Hill,2019,white
Robert,Copeland,Signal Hill,2020,white
Edward,Wilson,Signal Hill,2020,white
Lori,Woods,Signal Hill,2020,black
Tina,Hansen,Signal Hill,2022,white
Keir,Jones,Signal Hill,2022,black
Glen,Becerra,SIMI VALLEY,2010,hispanic
Mike,Judge,SIMI VALLEY,2010,white
Keith,Mashburn,Simi Valley,2012,white
Steve,Sojka,Simi Valley,2012,white
Mike,Judge,Simi Valley,2014,white
Glen,Becerra,Simi Valley,2014,hispanic
Mike,Judge,Simi Valley,2018,white
Ruth,Luevanos,Simi Valley,2018,hispanic
Dee,Cavanaugh,Simi Valley,2020,white
Elaine,Litster,Simi Valley,2020,white
Mike,Judge,Simi Valley,2022,white
Rocky,Rhodes,Simi Valley,2022,white
Joan,Jamieson,Slovang,2014,white
Neill,Zimmerman,Slovang,2014,white
Keith,Mashburn,Smi Valley,2016,white
Dee,Cavanaugh,Smi Valley,2016,white
David,Zito,Solana Beach,2012,white
Peter,Zahn,Solana Beach,2012,white
Lesa,Heebner,Solana Beach,2012,white
David,Zito,Solana Beach,2016,white
Jewel,Edson,Solana Beach,2016,white
Judy,Hegenauer,Solana Beach,2016,white
Kristi,Becker,Solana Beach,2018,white
Kelly,Harless,Solana Beach,2018,white
David,Zito,Solana Beach,2020,white
Jewel,Edson,Solana Beach,2020,white
Kristi,Becker,Solana Beach,2022,white
Jill,MacDonald,Solana Beach,2022,white
Christopher,Bourke,SOLEDAD,2010,white
Alejandro,Chavez,SOLEDAD,2010,hispanic
Patricia,Stephens,Soledad,2012,white
Richard,Perez,Soledad,2012,hispanic
Christopher,Bourke,Soledad,2014,white
Alejandro,Chavez,Soledad,2014,hispanic
Anna,Velazquez,Soledad,2016,hispanic
Carla,Stewart,Soledad,2016,white
Alejandro,Chavez,Soledad,2018,hispanic
Marisela,Lara,Soledad,2018,hispanic
Ben,"Jimenez, Jr.",Soledad,2020,hispanic
Carla,Stewart,Soledad,2020,white
Fernando,Cabrera,Soledad,2022,hispanic
Alejandro,Chavez,Soledad,2022,hispanic
Joan,Jamieson,SOLVANG,2010,white
Ken,Palmer,SOLVANG,2010,white
Tara,Woods,SOLVANG,2010,black
Edwin,Skytt,Solvang,2012,white
Hans,Duus,Solvang,2012,white
Ryan,Toussaint,Solvang,2016,black
Hans,Duus,Solvang,2016,white
Robert,Clarke,Solvang,2018,white
Niels,Djernaes,Solvang,2018,white
Karen,Waite,Solvang,2018,white
Mark,Infanti,Solvang,2020,hispanic
Claudia,Orona,Solvang,2020,hispanic
Jim,Thomas,Solvang,2020,white
David,Brown,Solvang,2022,black
Elizabeth,Orona,Solvang,2022,hispanic
Steve,Barbose,SONOMA,2010,white
Ken,Brown,SONOMA,2010,black
Tom,Rouse,SONOMA,2010,white
David,Cook,Sonoma,2012,white
Laurie,Gallian,Sonoma,2012,white
Gary,Edwards,Sonoma,2014,white
Madolyn,Agrimonti,Sonoma,2014,white
Rachel,Hundley,Sonoma,2014,white
Amy,Harrington,Sonoma,2016,white
David,Cook,Sonoma,2016,white
Madolyn,Agrimonti,Sonoma,2018,white
Logan,Harvey,Sonoma,2018,white
Rachel,Hundlety,Sonoma,2018,white
Jack,Ding,Sonoma,2020,asian
Amy,Harrington,Sonoma,2020,white
Sandra,Lowe,Sonoma,2021,white
Patricia,Rivas,Sonoma,2022,hispanic
John,Gurney,Sonoma,2022,white
Ron,Wellander,Sonoma,2022,white
Matt,Hawkins,SONORA,2010,white
Hank,Russell,SONORA,2010,white
Connie,Williams,Sonora,2012,black
Ronald,Stearn,Sonora,2012,white
William,Canning,Sonora,2012,white
George,Segarini,Sonora,2014,white
Jim,Garaventa,Sonora,2014,hispanic
Connie,Williams,Sonora,2016,black
Mark,Plummer,Sonora,2016,white
Matt,Hawkins,Sonora,2016,white
Jim,Garaventa,Sonora,2018,hispanic
Colette,Such,Sonora,2018,white
Ann,Segerstrom,Sonora,2020,white
Matt,Hawkins,Sonora,2020,white
Mark,Plummer,Sonora,2020,white
Andy,Merrill,Sonora,2022,white
Suzanne,Cruz,Sonora,2022,hispanic
Hector,Delgado,South El Monte,2011,hispanic
Wilhans,Ili,South El Monte,2011,white
Angelica,Garcia,South El Monte,2013,hispanic
Joseph,Gonzalez,South El Monte,2013,hispanic
Hector,Delgado,South El Monte,2015,hispanic
Gloria,Olmos,South El Monte,2015,hispanic
Manuel,Acosta,South El Monte,2017,hispanic
Gracie,Retamoza,South El Monte,2017,hispanic
Richard,Angel,South El Monte,2017,hispanic
Hector,Delgado,South El Monte,2020,hispanic
Richard,Angel,South El Monte,2020,hispanic
Manuel,Acosta,South El Monte,2022,hispanic
Rudy,Bojorquez,South El Monte,2022,hispanic
Jorge,Morales,South Gate,2011,hispanic
Maria,Davila,South Gate,2011,hispanic
Henry,Gonzalez,South Gate,2011,hispanic
Gil,Hurtado,South Gate,2013,hispanic
Bill,DeWitt,South Gate,2013,white
Denise,Diaz,South Gate,2017,hispanic
Al,Rios,South Gate,2017,hispanic
Maria,Del Pilar Avalos,South Gate,2020,hispanic
Gil,Hurtado,South Gate,2020,hispanic
Maria,Davila,South Gate,2020,hispanic
Al,Rios,South Gate,2022,hispanic
Joshua,Barron,South Gate,2022,black
Tom,Davis,SOUTH LAKE TAHOE,2010,black
Claire,Fortier,SOUTH LAKE TAHOE,2010,white
Angela,Swanson,SOUTH LAKE TAHOE,2010,white
Joann,Conner,South Lake Tahoe,2012,white
Hal,Cole,South Lake Tahoe,2012,black
Wendy,David,South Lake Tahoe,2014,hispanic
Tom,Davis,South Lake Tahoe,2014,black
Austin,Sass,South Lake Tahoe,2014,white
Brooke,Laine,South Lake Tahoe,2016,white
Jason,Collin,South Lake Tahoe,2016,white
Cody,Bass,South Lake Tahoe,2018,white
Devin,Middlebrook,South Lake Tahoe,2018,white
Tamara,Wallace,South Lake Tahoe,2018,white
Cristi,Creegan,South Lake Tahoe,2020,white
John,Friedrich,South Lake Tahoe,2020,white
Scott,Robbins,South Lake Tahoe,2022,black
Cody,Bass,South Lake Tahoe,2022,white
Tamara,Wallace,South Lake Tahoe,2022,white
Marina,Khubesrian,South Pasadena,2011,white
Richard,Schneider,South Pasadena,2011,white
Bob,Joe,South Pasadena,2011,asian
Michael,Cacciotti,South Pasadena,2013,white
Diana,Mahmud,South Pasadena,2013,asian
Robert,Joe,South Pasadena,2015,asian
Marina,Khubesrian,South Pasadena,2015,white
Richard,Schneider,South Pasadena,2015,white
Michael,Cacciotti,South Pasadena,2018,white
Diana,Mahmud,South Pasadena,2018,asian
Evelyn,Zneimer,South Pasadena,2020,white
Jack,Donovan,South Pasadena,2020,white
Jon,Primuth,South Pasadena,2020,white
Michael,Cacciotti,South Pasadena,2022,white
Janet,Braun,South Pasadena,2022,white
Kevin,Mullin,South San Francisco,2011,white
Richard,Garbarino,South San Francisco,2011,white
Mark,Addiego,South San Francisco,2013,white
Liza,Normandy,South San Francisco,2013,white
Pradeep,Gupta,South San Francisco,2013,asian
Karyl,Matsumoto,South San Francisco,2013,asian
Rich,Garbarino,South San Francisco,2015,white
Karyl,Matsumoto,South San Francisco,2015,asian
Mark,Addiegeo,South San Francisco,2018,white
Mark,Nagales,South San Francisco,2018,hispanic
Flor,Nicolas,South San Francisco,2018,hispanic
Mark,Nagales,South San Francisco,2020,hispanic
James,Coleman,South San Francisco,2020,white
Mark,Addiego,South San Francisco,2022,white
Buenaflor,Nicolas,South San Francisco,2022,hispanic
Eddie,Flores,South San Francisco,2022,hispanic
Alan,Galabraith,St Helena,2016,white
Mary,Koberstein,St Helena,2016,white
Geoff,Ellsworth,St Helena,2016,white
Ann,Nevero,ST. HELENA,2010,hispanic
Peter,White,ST. HELENA,2010,white
Gregory,Pitts,St. Helena,2012,white
Sharon,Crull,St. Helena,2012,white
Paul,Dohring,St. Helena,2014,white
Peter,White,St. Helena,2014,white
Anna,Chouteau,St. Helena,2018,white
Eric,Hall,St. Helena,2020,white
Lester,Hardy,St. Helena,2020,white
Anna,Chouteau,St. Helena,2022,white
William,Summers,St. Helena,2022,white
Carol,Warren,Stanton,2012,white
Al,Ethans,Stanton,2012,white
David,Shawver,Stanton,2014,white
Brian,Donahue,Stanton,2014,white
Rigoberto,Ramirez,Stanton,2014,hispanic
Carol,Warren,Stanton,2016,white
Al,Ethans,Stanton,2016,white
Rigoberto,Ramirez,Stanton,2018,hispanic
Gary,Taylor,Stanton,2018,white
Hong,Van,Stanton,2020,asian
Carol,Warren,Stanton,2020,white
Donald,Torres,Stanton,2022,hispanic
Gary,Taylor,Stanton,2022,white
Elbert,"Holman, Jr.",STOCKTON,2010,black
Paul,Canepa,STOCKTON,2010,hispanic
Susan,Eggman,STOCKTON,2010,white
Michael,Tubbs,Stockton,2012,white
Moses,Zapien,Stockton,2012,hispanic
Kathy,Miller,Stockton,2012,white
Diana,Lowery,Stockton,2012,white
Elbert,"Holman, Jr.",Stockton,2014,black
Susan,Lofthus,Stockton,2014,white
Christina,Fugazi,Stockton,2014,white
Dan,Wright,Stockton,2016,white
Susan,Lenz,Stockton,2016,white
Jesus,Andrade,Stockton,2016,hispanic
Sol,Jobrack,Stockton,2018,white
Paul,Canepa,Stockton,2018,hispanic
Christina,Fugazi,Stockton,2018,white
Kimberly,Warmsley,Stockton,2020,white
Dan,Wright,Stockton,2020,white
Michael,Blower,Stockton,2022,white
Brando,Villapudua,Stockton,2022,hispanic
Michele,Padilla,Stockton,2022,hispanic
Jane,Day,SUISUN,2010,white
Mike,Hudson,SUISUN,2010,white
Jane,Day,Suisun,2014,white
Mike,Hudson,Suisun,2014,white
Jane,Day,Suisun,2018,white
Wanda,Williams,Suisun,2018,black
Princess,Washington,Suisun,2022,black
Jenalee,Dawson,Suisun,2022,white
Lori,Wilson,Suisun City,2012,white
Michael,Segala,Suisun City,2012,hispanic
Lori,Wilson,Suisun City,2016,white
Michael,Segala,Suisun City,2016,hispanic
Alma,Hernandez,Suisun City,2020,hispanic
Mike,Hudson,Suisun City,2020,white
David,Whittum,Sunnyvale,2011,white
Pat,Meyering,Sunnyvale,2011,white
Jim,Davis,Sunnyvale,2011,black
Tara,Martin-Milus,Sunnyvale,2011,white
Gustav,Larsson,Sunnyvale,2013,white
Glenn,Hendricks,Sunnyvale,2013,white
James,Griffith,Sunnyvale,2013,white
Larry,Klein,Sunnyvale,2016,white
Russ,Melton,Sunnyvale,2016,white
Nancy,Smith,Sunnyvale,2016,black
Michael,Goldman,Sunnyvale,2016,white
Gustav,Larsson,Sunnyvale,2018,white
Glenn,Hendricks,Sunnyvale,2018,white
Mason,Fong,Sunnyvale,2018,asian
Alysa,Cisneros,Sunnyvale,2020,hispanic
Russ,Melton,Sunnyvale,2020,white
Omar,Din,Sunnyvale,2020,asian
Richard,Mehlinger,Sunnyvale,2022,white
Rod,Deboer,SUSANVILLE,2010,white
Cheryl,McDonald,SUSANVILLE,2010,white
Brian,Wilson,Susanville,2012,white
Lino,Callegari,Susanville,2012,white
Nicholas,McBride,Susanville,2012,white
Kathie,Garnier,Susanville,2014,white
Rod,De Boer,Susanville,2014,white
Brian,Wilson,Susanville,2016,white
Kevin,Stafford,Susanville,2016,white
Joseph,Franco,Susanville,2016,hispanic
Quincy,Mccourt,Susanville,2020,white
Kevin,Stafford,Susanville,2020,white
Brian,Wilson,Susanville,2020,white
Mendy,Schuster,Susanville,2022,white
Russ,Brown,Susanville,2022,black
Thomas,Herrera,Susanville,2022,hispanic
Linda,Rianda,SUTTER CREEK,2010,hispanic
Jim,Swift,SUTTER CREEK,2010,white
Robin,Peters,Sutter Creek,2012,white
Tim,Murphy,Sutter Creek,2012,white
Sandra,Anderson,Sutter Creek,2012,white
Jim,Swift,Sutter Creek,2014,white
Andrea,Sexton,Sutter Creek,2014,white
Robin,Peters,Sutter Creek,2016,white
Josie,Cadieux-Faillers,Sutter Creek,2016,white
Tim,Murphy,Sutter Creek,2016,white
Jim,Swift,Sutter Creek,2022,white
Susan,Feist,Sutter Creek,2022,white
Paul,Linder,TAFT,2010,white
Randy,Miller,TAFT,2010,white
Ronald,Waldrop,TAFT,2010,white
Orchel,Krier,Taft,2012,white
Dave,Noerr,Taft,2012,white
Joshua,Bryant,Taft,2014,white
Randy,Miller,Taft,2014,white
Renee,Hill,Taft,2014,white
Dave,Noerr,Taft,2016,white
Orchel,Krier,Taft,2016,white
Josh,Bryant,Taft,2018,white
Jeff,Eveland,Taft,2018,white
Ed,Whiting,Taft,2018,white
Josh,Bryant,Taft,2022,white
Carlos,Chavira,Taft,2022,hispanic
Ronald,Waldrop,Taft,2022,white
Phil,Smith,TEHACHAPI,2010,black
Linda,Vernon,TEHACHAPI,2010,white
Susan,Wiggins,TEHACHAPI,2010,white
Kim,Nixon,Tehachapi,2012,white
Ed,Grimes,Tehachapi,2012,white
Dennis,Wahlstrom,Tehachapi,2014,white
Phil,Smith,Tehachapi,2014,black
Susan,Wiggins,Tehachapi,2014,white
Ed,Grimes,Tehachapi,2016,white
Kenneth,Hetge,Tehachapi,2016,white
Michael,Davies,Tehachapi,2018,white
Phil,Smith,Tehachapi,2018,black
Joan,Pogon-Cord,Tehachapi,2018,white
Susan,Wiggins,Tehachapi,2018,white
Jeff,Comerchero,TEMECULA,2010,hispanic
Maryann,Edwards,TEMECULA,2010,white
Ron,Roberts,TEMECULA,2010,white
Chuck,Washington,Temecula,2012,black
Mike,Naggar,Temecula,2012,white
Maryann,Edwards,Temecula,2014,white
Matt,Rahn,Temecula,2014,white
Jeff,Comerchero,Temecula,2014,hispanic
Mike,Naggar,Temecula,2016,white
James,Stewart,Temecula,2016,white
Matt,Rahn,Temecula,2018,white
MaryAnn,Edwards,Temecula,2018,white
Zak,Schwank,Temecula,2018,white
Jessica,Alexander,Temecula,2020,black
James,Stewart,Temecula,2020,white
Curtis,Brown,Temecula,2022,black
Brenden,Kalfus,Temecula,2022,white
Zak,Schwank,Temecula,2022,white
Carl,Blum,Temple City,2011,white
Cynthia,Sternquist,Temple City,2011,white
Fernando,Vizcarra,Temple City,2011,hispanic
Vincent,Yu,Temple City,2013,asian
Tom,Chavez,Temple City,2013,hispanic
Cynthia,Sternquist,Temple City,2015,white
William,Man,Temple City,2015,asian
Nanette,Fish,Temple City,2015,white
Cora,Heiser,Tentynine Palms,2012,white
Joel,Klink,Tentynine Palms,2012,white
Claudia,Bill-De La Pena,THOUSAND OAKS,2010,white
Andy,Fox,THOUSAND OAKS,2010,white
Dennis,Gillete,THOUSAND OAKS,2010,white
Al,Adam,Thousand Oaks,2012,white
Jacqui,Irwin,Thousand Oaks,2012,white
Claudia,Bill-De La Pena,Thousand Oaks,2014,white
Andy,Fox,Thousand Oaks,2014,white
Joel,Price,Thousand Oaks,2014,white
Dan,Roundtree,Thousand Oaks,2015,white
Al,Adam,Thousand Oaks,2016,white
Rob,McCoy,Thousand Oaks,2016,white
Claudia,Bill-de la Peña,Thousand Oaks,2018,white
Bob,Engler,Thousand Oaks,2018,white
Ed,Jones,Thousand Oaks,2018,black
Kevin,McNamee,Thousand Oaks,2020,white
Al,Adam,Thousand Oaks,2020,white
Bob,Engler,Thousand Oaks,2022,white
David,Newman,Thousand Oaks,2022,white
Mikey,Taylor,Thousand Oaks,2022,white
Erin,Tollini,Tiburon,2015,white
Frank,Doyle,Tiburon,2015,white
David,Kulik,Tiburon,2017,white
Holli,Thier,Tiburon,2017,white
Jack,Ryan,Tiburon,2020,white
Noah,Griffin,Tiburon,2021,white
Jack,Ryan,Tiburon,2022,white
Jon,Welner,Tiburon,2022,white
Alice,Fredericks,Tiburon,2022,white
Isaac,Nikfar,Tiburon,2023,white
Tom,Brewer,TORRANCE,2010,white
Cliff,Numark,TORRANCE,2010,white
Bill,Sutherland,TORRANCE,2010,white
Heidi,Ashcraft,Torrance,2014,white
Tim,Goodrich,Torrance,2014,white
Kurt,Weideman,Torrance,2014,white
Geoffrey,Rizzo,Torrance,2014,white
Milton,Herring,Torrance,2016,white
Geoff,Rizzo,Torrance,2016,white
Mike,Griffiths,Torrance,2016,white
Leilani,Kimmel-Dagostino,Torrance,2016,white
George,Chen,Torrance,2018,asian
Tim,Goodrich,Torrance,2018,white
Aurelio,Mattucci,Torrance,2018,white
Sharon,Kalani,Torrance,2020,asian
George,Chen,Torrance,2020,asian
Mike,Griffiths,Torrance,2020,white
Jon,Kaji,Torrance,2022,asian
Asam,Sheikh,Torrance,2022,asian
Aurelio,Mattucci,Torrance,2022,white
Curt,Emick,TOWN OF APPLE VALLEY,2010,white
Scott,Nassif,TOWN OF APPLE VALLEY,2010,white
Barbara,Stanton,TOWN OF APPLE VALLEY,2010,white
Isaac,Hagerman,TOWN OF YUCCA VALLEY,2010,white
Chad,Mayes,TOWN OF YUCCA VALLEY,2010,white
Dawn,Rowe,TOWN OF YUCCA VALLEY,2010,white
Bob,Elliott,TRACY,2010,white
Robert,Rickman,TRACY,2010,white
Nancy,Young,Tracy,2012,white
Michael,Maciel,Tracy,2012,hispanic
Robert,Richman,Tracy,2014,white
Veronica,Vargas,Tracy,2014,hispanic
Nancy,Young,Tracy,2016,white
Rhodesia,Ransom,Tracy,2016,white
Dan,Arriola,Tracy,2018,hispanic
Veronica,Vargas,Tracy,2018,hispanic
Mateo,Bedolla,Tracy,2020,hispanic
Eleassia,Davis,Tracy,2020,black
Dan,Arriola,Tracy,2022,hispanic
Dan,Evans,Tracy,2022,white
Julie,Fulkerson,Trinidad,2012,white
Maria,Bauman,Trinidad,2012,white
James,Baker,Trinidad,2014,white
Jack,West,Trinidad,2016,white
Steven,Ladwig,Trinidad,2016,white
James,Baker,Trinidad,2018,white
Tom,Davies,Trinidad,2018,white
Dwight,Miller,Trinidad,2018,white
Steven,Ladwig,Trinidad,2020,white
Jack,West,Trinidad,2020,white
David,Grover,Trinidad,2020,white
Cheryl,Kelly,Trinidad,2022,white
Kati,Breckenridge,Trinidad,2022,white
Jack,Tuttle,Trinidad,2022,white
Richard,Anderson,TRUCKEE,2010,white
Mark,Brown,TRUCKEE,2010,black
Carolyn,Dee,TRUCKEE,2010,white
Alicia,Barr,Truckee,2012,white
Patrick,Flora,Truckee,2012,white
Joan,Jones,Truckee,2012,black
Partick,Flora,Truckee,2014,white
Carolyn,Dee,Truckee,2014,white
Morgan,Goodwin,Truckee,2014,white
Morgan,Goodwin,Truckee,2018,white
Anna,Klovstad,Truckee,2018,white
David,Polivy,Truckee,2018,white
Courtney,Henderson,Truckee,2020,white
Lindsay,Romack,Truckee,2020,white
Jan,Zabriskie,Truckee,2020,white
Anna,Klovstad,Truckee,2022,white
Jan,Zabriskie,Truckee,2022,white
David,Polivy,Truckee,2022,white
Skip,Barwick,TULARE,2010,white
David,Macedo,TULARE,2010,hispanic
Carlton,Jones,Tulare,2012,black
Craig,Vejvoda,Tulare,2012,hispanic
Ben,Brubaker,Tulare,2014,white
David,Macedo,Tulare,2014,hispanic
Jose,Sigala,Tulare,2016,hispanic
Carlton,Jones,Tulare,2016,black
Greg,Nunley,Tulare,2016,white
Terry,Sayre,Tulare,2018,white
Dennis,Mederos,Tulare,2018,hispanic
Steve,Harrell,Tulare,2020,white
Patrick,Isherwood,Tulare,2020,white
José,Sigala,Tulare,2020,hispanic
Dar,Carroll,TULELAKE,2010,white
Tom,Cordonier,TULELAKE,2010,white
Donald,McCloud,TULELAKE,2010,white
Henry,Ebinger,Tulelake,2014,white
Henry,Ebeinger,Tulelake,2014,white
Kevin,Nicholson,Tulelake,2014,white
Richard,Marcillac,Tulelake,2014,white
Teresa,Williams,Tulelake,2020,black
Gary,Fensler,Tulelake,2020,white
Penny,Velador,Tulelake,2020,white
William,"DeHart, Jr.",TURLOCK,2010,white
Forrest,White,TURLOCK,2010,white
Steven,Nascimento,Turlock,2012,white
Amy,Bublak,Turlock,2012,white
Matthew,Jacob,Turlock,2014,white
Bill,"DeHart, Jr.",Turlock,2014,white
Gil,Esquer,Turlock,2016,hispanic
Amy,Bublak,Turlock,2016,white
Nicole,Larson,Turlock,2018,white
Andrew,Norsati,Turlock,2018,white
Rebecka,Monez,Turlock,2020,hispanic
Pam,Franco,Turlock,2020,hispanic
Kevin,Bixel,Turlock,2022,white
Cassandra,Abram,Turlock,2022,white
Rebecca,McKeon,TUSTIN,2010,white
Al,Murray,TUSTIN,2010,white
Charles,Puckett,Tustin,2012,white
Allan,Bernstein,Tustin,2012,white
John,Nielsen,Tustin,2012,white
