firstname,lastname,city,year,gender
Jack,Tibbets,Santa Rosa,2016,male
Julie,Combs,Santa Rosa,2016,female
Chris,Rogers,Santa Rosa,2016,male
Ernesto,Olivares,Santa Rosa,2016,male
John,Sawyer,Santa Rosa,2018,male
Victoria,Fleming,Santa Rosa,2018,female
Tom,Schwedhelm,Santa Rosa,2018,male
Natalie,Rogers,Santa Rosa,2020,female
Eddie,Alvarez,Santa Rosa,2020,female
Harrison,Tibbetts,Santa Rosa,2020,male
Chris,Rogers,Santa Rosa,2020,male
Mark,Stapp,Santa Rosa,2022,male
Dianna,Macdonald,Santa Rosa,2022,female
Victoria,Fleming,Santa Rosa,2022,female
Jeff,Okrepkie,Santa Rosa,2022,male
Rob,McNelis,SANTEE,2010,male
John,Minto,SANTEE,2010,male
John,Ryan,SANTEE,2010,male
Jack,Dale,Santee,2012,male
Ronn,Hall,Santee,2014,male
John,Minto,Santee,2014,male
Stephen,Houlahan,Santee,2016,male
Rob,McNelis,Santee,2018,male
Ronn,Hall,Santee,2018,male
Laura,Koval,Santee,2018,female
Dustin,Trotter,Santee,2020,male
Laura,Koval,Santee,2020,female
Jill,Hunter,SARATOGA,2010,female
Emily,Lo,SARATOGA,2010,female
Chuck,Page,SARATOGA,2010,male
Howard,Miller,Saratoga,2012,male
Emily,Lo,Saratoga,2014,female
Mary-Lynne,Bernarld,Saratoga,2014,female
Rishi,Kumar,Saratoga,2014,male
Manny,Cappello,Saratoga,2016,male
Howard,Miller,Saratoga,2016,male
Mary-Lynne,Bernald,Saratoga,2018,female
Rishi,Kumar,Saratoga,2018,male
Yan,Zhao,Saratoga,2018,female
Kookie,Fitzsimmons,Saratoga,2020,female
Tina,Walia,Saratoga,2020,female
Yan,Zhao,Saratoga,2022,female
Belal,Aftab,Saratoga,2022,male
Chuck,Page,Saratoga,2022,male
Herb,Weiner,SAUSALITO,2010,male
Jill,Hoffman,Sausalito,2014,female
Herb,Weiner,Sausalito,2014,male
Joan,Cox,Sausalito,2016,female
Ray,Withy,Sausalito,2016,male
Joe,Burns,Sausalito,2016,male
Susan,Cleveland-Knowles,Sausalito,2017,female
S.,Cleveland-Knowles,Sausalito,2018,female
Jill,Hoffman,Sausalito,2018,female
Melissa,Blaustein,Sausalito,2020,female
Janelle,Kellman,Sausalito,2020,female
Ian,Sobieski,Sausalito,2020,female
Jill,Hoffman,Sausalito,2022,female
Joan,Cox,Sausalito,2022,female
Jim,Reed,Scotts Valley,2014,male
Stephany,Aguilar,Scotts Valley,2014,female
Donna,Lind,Scotts Valley,2016,female
Randy,Johnson,Scotts Valley,2016,male
Jack,Dilles,Scotts Valley,2016,male
Jim,Reed,Scotts Valley,2018,male
Derek,Timm,Scotts Valley,2018,male
Jack,Dilles,Scotts Valley,2020,male
Randy,Johnson,Scotts Valley,2020,male
Donna,Lind,Scotts Valley,2020,female
Derek,Timm,Scotts Valley,2022,male
Allan,Timms,Scotts Valley,2022,female
Ellery,Deaton,SEAL BEACH,2010,female
Gordon,Shanks,SEAL BEACH,2010,male
Michael,Levitt,SEAL BEACH,2010,male
Ellery,Deaton,Seal Beach,2014,female
Mike,Varipapa,Seal Beach,2014,male
Sandra,Massa-Lavitt,Seal Beach,2014,female
Thomas,Moore,Seal Beach,2016,male
Schelly,Sustarsic,Seal Beach,2016,female
Joe,Kalmick,Seal Beach,2018,male
Mike,Varipapa,Seal Beach,2018,male
Sandra,Massa-Lavitt,Seal Beach,2018,female
Joe,Kalmick,Seal Beach,2019,male
Thomas,Moore,Seal Beach,2020,male
Schelly,Sustarsic,Seal Beach,2020,female
Joe,Kalmick,Seal Beach,2022,male
Stephanie,Wade,Seal Beach,2022,female
Nathan,Steele,Seal Beach,2022,female
Lisa,Landau,Seal Beach,2023,female
Nathan,Steele,Seal Beach,2023,female
Dennis,Alexander,SEASIDE,2010,male
Alvin,Edwards,SEASIDE,2010,male
David,Pacheco,Seaside,2012,male
Ian,Oglesby,Seaside,2012,female
Dennis,Alexander,Seaside,2014,male
Jason,Campbell,Seaside,2014,male
Dave,Pacheco,Seaside,2016,male
Kayla,Jones,Seaside,2016,female
Jason,Campbell,Seaside,2018,male
Jon,Wizard,Seaside,2018,male
Alexis,Garcia-Arrazola,Seaside,2020,female
David,Pacheco,Seaside,2020,male
Diana,Rich,Sebastapol,2020,female
Neysa,Hinton,Sebastapol,2020,female
Sarah,Gurney,SEBASTOPOL,2010,female
Michael,Kyes,SEBASTOPOL,2010,male
Patrick,Slayter,SEBASTOPOL,2010,male
Robert,Jacob,Sebastopol,2012,male
John,Eder,Sebastopol,2012,male
Sarah,Gurney,Sebastopol,2014,female
Una,Glass,Sebastopol,2014,female
Patrick,Slayter,Sebastopol,2014,male
Neysa,Hinton,Sebastopol,2016,female
Michael,Carnacchi,Sebastopol,2016,male
Una,Glass,Sebastopol,2018,female
Sarah,Gurney,Sebastopol,2018,female
Patrick,Slayter,Sebastopol,2018,male
Stephen,Zollman,Sebastopol,2022,male
Jill,McLewis,Sebastopol,2022,female
Sandra,Maurer,Sebastopol,2022,female
Mike,Derr,SELMA,2010,male
Kenneth,Grey,SELMA,2010,male
Scott,Robertson,Selma,2012,male
Jim,Avalos,Selma,2012,male
George,Rodriguez,Selma,2012,male
Yvette,Montijo,Selma,2014,female
Michael,Derr,Selma,2014,male
Scott,Robertson,Selma,2016,male
Jim,Avalos,Selma,2016,male
Louis,Franco,Selma,2016,male
Sarah,Guerra,Selma,2018,female
Johnny,Trujillo,Selma,2018,male
Blanca,Mendoza-Navarro,Selma,2020,female
Beverly,Cho,Selma,2020,female
John,Trujillo,Selma,2022,male
Sarah,Guerra,Selma,2022,female
Jon,Johnston,SHAFTER,2010,male
Cathy,Prout,SHAFTER,2010,female
Fran,Florez,Shafter,2012,female
Gilbert,Alvarado,Shafter,2012,male
Jack,Colvard,Shafter,2012,male
Cathy,Prout,Shafter,2014,female
Eli,Espericueta,Shafter,2014,male
Gilbert,Alvarado,Shafter,2016,male
Manuel,Garcia,Shafter,2016,male
Chad,Givens,Shafter,2016,male
Cesar,Lopez,Shafter,2018,male
Cathy,Prout,Shafter,2018,female
Pete,Espinoza,Shafter,2020,male
Gilbert,Alvarado,Shafter,2020,male
Chad,Givens,Shafter,2020,male
Cathy,Prout,Shafter,2022,female
Gustavo,"Olvera, Jr",Shafter,2022,male
Pamelyn,Morgan,Shasta Lake,2012,female
Greg,Watkins,Shasta Lake,2012,male
Lori,Chapman-Sifers,Shasta Lake,2012,female
Larry,Farr,Shasta Lake,2012,male
Pamelyn,Morgan,Shasta Lake,2014,female
Richard,Kern,Shasta Lake,2014,male
Richard,Kern,Shasta Lake,2018,male
Pamelyn,Morgan,Shasta Lake,2018,female
Larry,Farr,Shasta Lake,2020,male
Janice,Powell,Shasta Lake,2020,female
Greg,Watkins,Shasta Lake,2020,male
Justin,Jones,Shasta Lake,2022,male
Pamelyn,Morgan,Shasta Lake,2022,female
Tena,Eisenbeisz,Shasta Lake,2023,female
Josh,Moran,SIERRA MADRE,2010,male
Joe,Mosca,SIERRA MADRE,2010,male
Nancy,Walsh,SIERRA MADRE,2010,female
John,Harabedian,Sierra Madre,2012,male
John,Capoccia,Sierra Madre,2012,male
Chris,Koerber,Sierra Madre,2012,male
Gene,Goss,Sierra Madre,2014,female
Rachelle,Arizmendi,Sierra Madre,2014,female
Denise,Delmar,Sierra Madre,2014,female
John,Harbedian,Sierra Madre,2016,male
John,Capoccia,Sierra Madre,2016,male
Rachelle,Arizmendi,Sierra Madre,2018,female
Denise,Delmar,Sierra Madre,2018,female
Gene,Goss,Sierra Madre,2018,female
Kelly,Kriebs,Sierra Madre,2020,female
Robert,Parkhurst,Sierra Madre,2020,male
Edward,Garcia,Sierra Madre,2020,male
Kris,Lowe,Sierra Madre,2022,female
Gene,Goss,Sierra Madre,2022,female
Edward,Garcia,Sierra Madre,2022,male
Tina,Hansen,Signal Hill,2011,female
Larry,Forester,Signal Hill,2011,male
Mike,Noll,Signal Hill,2013,male
Lori,Woods,Signal Hill,2013,female
Edward,Wilson,Signal Hill,2013,male
Tina,Hanson,Signal Hill,2015,female
Larry,Forester,Signal Hill,2015,male
Robert,Copeland,Signal Hill,2017,male
Edward,Wilson,Signal Hill,2017,male
Lori,Woods,Signal Hill,2017,female
Keir,Jones,Signal Hill,2019,male
Tina,Hansen,Signal Hill,2019,female
Robert,Copeland,Signal Hill,2020,male
Edward,Wilson,Signal Hill,2020,male
Lori,Woods,Signal Hill,2020,female
Tina,Hansen,Signal Hill,2022,female
Keir,Jones,Signal Hill,2022,male
Glen,Becerra,SIMI VALLEY,2010,male
Mike,Judge,SIMI VALLEY,2010,male
Keith,Mashburn,Simi Valley,2012,male
Steve,Sojka,Simi Valley,2012,male
Mike,Judge,Simi Valley,2014,male
Glen,Becerra,Simi Valley,2014,male
Mike,Judge,Simi Valley,2018,male
Ruth,Luevanos,Simi Valley,2018,female
Dee,Cavanaugh,Simi Valley,2020,female
Elaine,Litster,Simi Valley,2020,female
Mike,Judge,Simi Valley,2022,male
Rocky,Rhodes,Simi Valley,2022,male
Joan,Jamieson,Slovang,2014,female
Neill,Zimmerman,Slovang,2014,male
Keith,Mashburn,Smi Valley,2016,male
Dee,Cavanaugh,Smi Valley,2016,female
David,Zito,Solana Beach,2012,male
Peter,Zahn,Solana Beach,2012,male
Lesa,Heebner,Solana Beach,2012,female
David,Zito,Solana Beach,2016,male
Jewel,Edson,Solana Beach,2016,female
Judy,Hegenauer,Solana Beach,2016,female
Kristi,Becker,Solana Beach,2018,female
Kelly,Harless,Solana Beach,2018,female
David,Zito,Solana Beach,2020,male
Jewel,Edson,Solana Beach,2020,female
Kristi,Becker,Solana Beach,2022,female
Jill,MacDonald,Solana Beach,2022,female
Christopher,Bourke,SOLEDAD,2010,male
Alejandro,Chavez,SOLEDAD,2010,male
Patricia,Stephens,Soledad,2012,female
Richard,Perez,Soledad,2012,male
Christopher,Bourke,Soledad,2014,male
Alejandro,Chavez,Soledad,2014,male
Anna,Velazquez,Soledad,2016,female
Carla,Stewart,Soledad,2016,female
Alejandro,Chavez,Soledad,2018,male
Marisela,Lara,Soledad,2018,female
Ben,"Jimenez, Jr.",Soledad,2020,male
Carla,Stewart,Soledad,2020,female
Fernando,Cabrera,Soledad,2022,male
Alejandro,Chavez,Soledad,2022,male
Joan,Jamieson,SOLVANG,2010,female
Ken,Palmer,SOLVANG,2010,male
Tara,Woods,SOLVANG,2010,female
Edwin,Skytt,Solvang,2012,male
Hans,Duus,Solvang,2012,male
Ryan,Toussaint,Solvang,2016,female
Hans,Duus,Solvang,2016,male
Robert,Clarke,Solvang,2018,male
Niels,Djernaes,Solvang,2018,male
Karen,Waite,Solvang,2018,female
Mark,Infanti,Solvang,2020,male
Claudia,Orona,Solvang,2020,female
Jim,Thomas,Solvang,2020,male
David,Brown,Solvang,2022,male
Elizabeth,Orona,Solvang,2022,female
Steve,Barbose,SONOMA,2010,male
Ken,Brown,SONOMA,2010,male
Tom,Rouse,SONOMA,2010,male
David,Cook,Sonoma,2012,male
Laurie,Gallian,Sonoma,2012,female
Gary,Edwards,Sonoma,2014,male
Madolyn,Agrimonti,Sonoma,2014,female
Rachel,Hundley,Sonoma,2014,female
Amy,Harrington,Sonoma,2016,female
David,Cook,Sonoma,2016,male
Madolyn,Agrimonti,Sonoma,2018,female
Logan,Harvey,Sonoma,2018,female
Rachel,Hundlety,Sonoma,2018,female
Jack,Ding,Sonoma,2020,male
Amy,Harrington,Sonoma,2020,female
Sandra,Lowe,Sonoma,2021,female
Patricia,Rivas,Sonoma,2022,female
John,Gurney,Sonoma,2022,male
Ron,Wellander,Sonoma,2022,male
Matt,Hawkins,SONORA,2010,male
Hank,Russell,SONORA,2010,male
Connie,Williams,Sonora,2012,female
Ronald,Stearn,Sonora,2012,male
William,Canning,Sonora,2012,male
George,Segarini,Sonora,2014,male
Jim,Garaventa,Sonora,2014,male
Connie,Williams,Sonora,2016,female
Mark,Plummer,Sonora,2016,male
Matt,Hawkins,Sonora,2016,male
Jim,Garaventa,Sonora,2018,male
Colette,Such,Sonora,2018,female
Ann,Segerstrom,Sonora,2020,female
Matt,Hawkins,Sonora,2020,male
Mark,Plummer,Sonora,2020,male
Andy,Merrill,Sonora,2022,male
Suzanne,Cruz,Sonora,2022,female
Hector,Delgado,South El Monte,2011,male
Wilhans,Ili,South El Monte,2011,male
Angelica,Garcia,South El Monte,2013,female
Joseph,Gonzalez,South El Monte,2013,male
Hector,Delgado,South El Monte,2015,male
Gloria,Olmos,South El Monte,2015,female
Manuel,Acosta,South El Monte,2017,male
Gracie,Retamoza,South El Monte,2017,female
Richard,Angel,South El Monte,2017,male
Hector,Delgado,South El Monte,2020,male
Richard,Angel,South El Monte,2020,male
Manuel,Acosta,South El Monte,2022,male
Rudy,Bojorquez,South El Monte,2022,male
Jorge,Morales,South Gate,2011,male
Maria,Davila,South Gate,2011,female
Henry,Gonzalez,South Gate,2011,male
Gil,Hurtado,South Gate,2013,male
Bill,DeWitt,South Gate,2013,male
Denise,Diaz,South Gate,2017,female
Al,Rios,South Gate,2017,male
Maria,Del Pilar Avalos,South Gate,2020,female
Gil,Hurtado,South Gate,2020,male
Maria,Davila,South Gate,2020,female
Al,Rios,South Gate,2022,male
Joshua,Barron,South Gate,2022,male
Tom,Davis,SOUTH LAKE TAHOE,2010,male
Claire,Fortier,SOUTH LAKE TAHOE,2010,female
Angela,Swanson,SOUTH LAKE TAHOE,2010,female
Joann,Conner,South Lake Tahoe,2012,female
Hal,Cole,South Lake Tahoe,2012,male
Wendy,David,South Lake Tahoe,2014,female
Tom,Davis,South Lake Tahoe,2014,male
Austin,Sass,South Lake Tahoe,2014,male
Brooke,Laine,South Lake Tahoe,2016,male
Jason,Collin,South Lake Tahoe,2016,male
Cody,Bass,South Lake Tahoe,2018,male
Devin,Middlebrook,South Lake Tahoe,2018,male
Tamara,Wallace,South Lake Tahoe,2018,female
Cristi,Creegan,South Lake Tahoe,2020,female
John,Friedrich,South Lake Tahoe,2020,male
Scott,Robbins,South Lake Tahoe,2022,male
Cody,Bass,South Lake Tahoe,2022,male
Tamara,Wallace,South Lake Tahoe,2022,female
Marina,Khubesrian,South Pasadena,2011,female
Richard,Schneider,South Pasadena,2011,male
Bob,Joe,South Pasadena,2011,male
Michael,Cacciotti,South Pasadena,2013,male
Diana,Mahmud,South Pasadena,2013,female
Robert,Joe,South Pasadena,2015,male
Marina,Khubesrian,South Pasadena,2015,female
Richard,Schneider,South Pasadena,2015,male
Michael,Cacciotti,South Pasadena,2018,male
Diana,Mahmud,South Pasadena,2018,female
Evelyn,Zneimer,South Pasadena,2020,female
Jack,Donovan,South Pasadena,2020,male
Jon,Primuth,South Pasadena,2020,male
Michael,Cacciotti,South Pasadena,2022,male
Janet,Braun,South Pasadena,2022,female
Kevin,Mullin,South San Francisco,2011,male
Richard,Garbarino,South San Francisco,2011,male
Mark,Addiego,South San Francisco,2013,male
Liza,Normandy,South San Francisco,2013,female
Pradeep,Gupta,South San Francisco,2013,male
Karyl,Matsumoto,South San Francisco,2013,female
Rich,Garbarino,South San Francisco,2015,male
Karyl,Matsumoto,South San Francisco,2015,female
Mark,Addiegeo,South San Francisco,2018,male
Mark,Nagales,South San Francisco,2018,male
Flor,Nicolas,South San Francisco,2018,male
Mark,Nagales,South San Francisco,2020,male
James,Coleman,South San Francisco,2020,male
Mark,Addiego,South San Francisco,2022,male
Buenaflor,Nicolas,South San Francisco,2022,male
Eddie,Flores,South San Francisco,2022,female
Alan,Galabraith,St Helena,2016,female
Mary,Koberstein,St Helena,2016,female
Geoff,Ellsworth,St Helena,2016,male
Ann,Nevero,ST. HELENA,2010,female
Peter,White,ST. HELENA,2010,male
Gregory,Pitts,St. Helena,2012,male
Sharon,Crull,St. Helena,2012,male
Paul,Dohring,St. Helena,2014,male
Peter,White,St. Helena,2014,male
Anna,Chouteau,St. Helena,2018,female
Eric,Hall,St. Helena,2020,male
Lester,Hardy,St. Helena,2020,male
Anna,Chouteau,St. Helena,2022,female
William,Summers,St. Helena,2022,male
Carol,Warren,Stanton,2012,female
Al,Ethans,Stanton,2012,male
David,Shawver,Stanton,2014,male
Brian,Donahue,Stanton,2014,female
Rigoberto,Ramirez,Stanton,2014,male
Carol,Warren,Stanton,2016,female
Al,Ethans,Stanton,2016,male
Rigoberto,Ramirez,Stanton,2018,male
Gary,Taylor,Stanton,2018,male
Hong,Van,Stanton,2020,female
Carol,Warren,Stanton,2020,female
Donald,Torres,Stanton,2022,male
Gary,Taylor,Stanton,2022,male
Elbert,"Holman, Jr.",STOCKTON,2010,male
Paul,Canepa,STOCKTON,2010,male
Susan,Eggman,STOCKTON,2010,female
Michael,Tubbs,Stockton,2012,male
Moses,Zapien,Stockton,2012,male
Kathy,Miller,Stockton,2012,female
Diana,Lowery,Stockton,2012,female
Elbert,"Holman, Jr.",Stockton,2014,male
Susan,Lofthus,Stockton,2014,female
Christina,Fugazi,Stockton,2014,female
Dan,Wright,Stockton,2016,female
Susan,Lenz,Stockton,2016,female
Jesus,Andrade,Stockton,2016,male
Sol,Jobrack,Stockton,2018,male
Paul,Canepa,Stockton,2018,male
Christina,Fugazi,Stockton,2018,female
Kimberly,Warmsley,Stockton,2020,female
Dan,Wright,Stockton,2020,female
Michael,Blower,Stockton,2022,male
Brando,Villapudua,Stockton,2022,male
Michele,Padilla,Stockton,2022,female
Jane,Day,SUISUN,2010,female
Mike,Hudson,SUISUN,2010,male
Jane,Day,Suisun,2014,female
Mike,Hudson,Suisun,2014,male
Jane,Day,Suisun,2018,female
Wanda,Williams,Suisun,2018,female
Princess,Washington,Suisun,2022,female
Jenalee,Dawson,Suisun,2022,female
Lori,Wilson,Suisun City,2012,female
Michael,Segala,Suisun City,2012,male
Lori,Wilson,Suisun City,2016,female
Michael,Segala,Suisun City,2016,male
Alma,Hernandez,Suisun City,2020,female
Mike,Hudson,Suisun City,2020,male
David,Whittum,Sunnyvale,2011,male
Pat,Meyering,Sunnyvale,2011,male
Jim,Davis,Sunnyvale,2011,male
Tara,Martin-Milus,Sunnyvale,2011,female
Gustav,Larsson,Sunnyvale,2013,male
Glenn,Hendricks,Sunnyvale,2013,male
James,Griffith,Sunnyvale,2013,male
Larry,Klein,Sunnyvale,2016,male
Russ,Melton,Sunnyvale,2016,male
Nancy,Smith,Sunnyvale,2016,female
Michael,Goldman,Sunnyvale,2016,male
Gustav,Larsson,Sunnyvale,2018,male
Glenn,Hendricks,Sunnyvale,2018,male
Mason,Fong,Sunnyvale,2018,male
Alysa,Cisneros,Sunnyvale,2020,female
Russ,Melton,Sunnyvale,2020,male
Omar,Din,Sunnyvale,2020,male
Richard,Mehlinger,Sunnyvale,2022,male
Rod,Deboer,SUSANVILLE,2010,male
Cheryl,McDonald,SUSANVILLE,2010,female
Brian,Wilson,Susanville,2012,female
Lino,Callegari,Susanville,2012,male
Nicholas,McBride,Susanville,2012,male
Kathie,Garnier,Susanville,2014,female
Rod,De Boer,Susanville,2014,male
Brian,Wilson,Susanville,2016,female
Kevin,Stafford,Susanville,2016,male
Joseph,Franco,Susanville,2016,male
Quincy,Mccourt,Susanville,2020,male
Kevin,Stafford,Susanville,2020,male
Brian,Wilson,Susanville,2020,female
Mendy,Schuster,Susanville,2022,female
Russ,Brown,Susanville,2022,male
Thomas,Herrera,Susanville,2022,male
Linda,Rianda,SUTTER CREEK,2010,female
Jim,Swift,SUTTER CREEK,2010,male
Robin,Peters,Sutter Creek,2012,female
Tim,Murphy,Sutter Creek,2012,male
Sandra,Anderson,Sutter Creek,2012,female
Jim,Swift,Sutter Creek,2014,male
Andrea,Sexton,Sutter Creek,2014,female
Robin,Peters,Sutter Creek,2016,female
Josie,Cadieux-Faillers,Sutter Creek,2016,female
Tim,Murphy,Sutter Creek,2016,male
Jim,Swift,Sutter Creek,2022,male
Susan,Feist,Sutter Creek,2022,female
Paul,Linder,TAFT,2010,male
Randy,Miller,TAFT,2010,male
Ronald,Waldrop,TAFT,2010,male
Orchel,Krier,Taft,2012,male
Dave,Noerr,Taft,2012,male
Joshua,Bryant,Taft,2014,male
Randy,Miller,Taft,2014,male
Renee,Hill,Taft,2014,female
Dave,Noerr,Taft,2016,male
Orchel,Krier,Taft,2016,male
Josh,Bryant,Taft,2018,male
Jeff,Eveland,Taft,2018,male
Ed,Whiting,Taft,2018,male
Josh,Bryant,Taft,2022,male
Carlos,Chavira,Taft,2022,male
Ronald,Waldrop,Taft,2022,male
Phil,Smith,TEHACHAPI,2010,male
Linda,Vernon,TEHACHAPI,2010,female
Susan,Wiggins,TEHACHAPI,2010,female
Kim,Nixon,Tehachapi,2012,female
Ed,Grimes,Tehachapi,2012,male
Dennis,Wahlstrom,Tehachapi,2014,male
Phil,Smith,Tehachapi,2014,male
Susan,Wiggins,Tehachapi,2014,female
Ed,Grimes,Tehachapi,2016,male
Kenneth,Hetge,Tehachapi,2016,male
Michael,Davies,Tehachapi,2018,male
Phil,Smith,Tehachapi,2018,male
Joan,Pogon-Cord,Tehachapi,2018,female
Susan,Wiggins,Tehachapi,2018,female
Jeff,Comerchero,TEMECULA,2010,male
Maryann,Edwards,TEMECULA,2010,female
Ron,Roberts,TEMECULA,2010,male
Chuck,Washington,Temecula,2012,male
Mike,Naggar,Temecula,2012,male
Maryann,Edwards,Temecula,2014,female
Matt,Rahn,Temecula,2014,male
Jeff,Comerchero,Temecula,2014,male
Mike,Naggar,Temecula,2016,male
James,Stewart,Temecula,2016,male
Matt,Rahn,Temecula,2018,male
MaryAnn,Edwards,Temecula,2018,female
Zak,Schwank,Temecula,2018,male
Jessica,Alexander,Temecula,2020,female
James,Stewart,Temecula,2020,male
Curtis,Brown,Temecula,2022,male
Brenden,Kalfus,Temecula,2022,male
Zak,Schwank,Temecula,2022,male
Carl,Blum,Temple City,2011,male
Cynthia,Sternquist,Temple City,2011,female
Fernando,Vizcarra,Temple City,2011,male
Vincent,Yu,Temple City,2013,male
Tom,Chavez,Temple City,2013,male
Cynthia,Sternquist,Temple City,2015,female
William,Man,Temple City,2015,male
Nanette,Fish,Temple City,2015,female
Cora,Heiser,Tentynine Palms,2012,female
Joel,Klink,Tentynine Palms,2012,male
Claudia,Bill-De La Pena,THOUSAND OAKS,2010,female
Andy,Fox,THOUSAND OAKS,2010,male
Dennis,Gillete,THOUSAND OAKS,2010,male
Al,Adam,Thousand Oaks,2012,male
Jacqui,Irwin,Thousand Oaks,2012,female
Claudia,Bill-De La Pena,Thousand Oaks,2014,female
Andy,Fox,Thousand Oaks,2014,male
Joel,Price,Thousand Oaks,2014,male
Dan,Roundtree,Thousand Oaks,2015,female
Al,Adam,Thousand Oaks,2016,male
Rob,McCoy,Thousand Oaks,2016,male
Claudia,Bill-de la Peña,Thousand Oaks,2018,female
Bob,Engler,Thousand Oaks,2018,male
Ed,Jones,Thousand Oaks,2018,male
Kevin,McNamee,Thousand Oaks,2020,male
Al,Adam,Thousand Oaks,2020,male
Bob,Engler,Thousand Oaks,2022,male
David,Newman,Thousand Oaks,2022,male
Mikey,Taylor,Thousand Oaks,2022,male
Erin,Tollini,Tiburon,2015,female
Frank,Doyle,Tiburon,2015,male
David,Kulik,Tiburon,2017,male
Holli,Thier,Tiburon,2017,female
Jack,Ryan,Tiburon,2020,male
Noah,Griffin,Tiburon,2021,female
Jack,Ryan,Tiburon,2022,male
Jon,Welner,Tiburon,2022,male
Alice,Fredericks,Tiburon,2022,female
Isaac,Nikfar,Tiburon,2023,male
Tom,Brewer,TORRANCE,2010,male
Cliff,Numark,TORRANCE,2010,male
Bill,Sutherland,TORRANCE,2010,male
Heidi,Ashcraft,Torrance,2014,female
Tim,Goodrich,Torrance,2014,male
Kurt,Weideman,Torrance,2014,male
Geoffrey,Rizzo,Torrance,2014,male
Milton,Herring,Torrance,2016,male
Geoff,Rizzo,Torrance,2016,male
Mike,Griffiths,Torrance,2016,male
Leilani,Kimmel-Dagostino,Torrance,2016,female
George,Chen,Torrance,2018,male
Tim,Goodrich,Torrance,2018,male
Aurelio,Mattucci,Torrance,2018,male
Sharon,Kalani,Torrance,2020,male
George,Chen,Torrance,2020,male
Mike,Griffiths,Torrance,2020,male
Jon,Kaji,Torrance,2022,male
Asam,Sheikh,Torrance,2022,male
Aurelio,Mattucci,Torrance,2022,male
Curt,Emick,TOWN OF APPLE VALLEY,2010,male
Scott,Nassif,TOWN OF APPLE VALLEY,2010,male
Barbara,Stanton,TOWN OF APPLE VALLEY,2010,female
Isaac,Hagerman,TOWN OF YUCCA VALLEY,2010,male
Chad,Mayes,TOWN OF YUCCA VALLEY,2010,male
Dawn,Rowe,TOWN OF YUCCA VALLEY,2010,female
Bob,Elliott,TRACY,2010,male
Robert,Rickman,TRACY,2010,male
Nancy,Young,Tracy,2012,female
Michael,Maciel,Tracy,2012,male
Robert,Richman,Tracy,2014,male
Veronica,Vargas,Tracy,2014,female
Nancy,Young,Tracy,2016,female
Rhodesia,Ransom,Tracy,2016,female
Dan,Arriola,Tracy,2018,female
Veronica,Vargas,Tracy,2018,female
Mateo,Bedolla,Tracy,2020,male
Eleassia,Davis,Tracy,2020,female
Dan,Arriola,Tracy,2022,female
Dan,Evans,Tracy,2022,female
Julie,Fulkerson,Trinidad,2012,female
