firstname,lastname,SchoolDistrict,year,gender
Megan,Soleno,Visalia Unified,2020,female
Christopher,Pope,Visalia Unified,2020,male
Jacquie,Gaebe,Visalia Unified,2020,female
Todd,Oto,Visalia Unified,2022,male
Randy,Villegas,Visalia Unified,2022,male
Walta,Gamoian,Visalia Unified,2022,female
Paul,Belt,Visalia Unified,2022,male
Celeste,Kamae-Gale,VISTA DEL MAR UNION ELEMENTARY,2010,female
Bill,Poett,VISTA DEL MAR UNION ELEMENTARY,2010,male
Lisa,Conti,VISTA DEL MAR UNION ELEMENTARY,2010,female
Richard,Alderson,Vista Unified,2012,male
Elizabeth,Jaka,Vista Unified,2012,female
Cipriano,Vargas,Vista Unified,2016,male
Richard,Alderson,Vista Unified,2016,male
Rosemary,Smithfield,Vista Unified,2016,female
Debbie,Morton,Vista Unified,2018,female
Cipriano,Vargas,Vista Unified,2020,male
Rosemary,Smithfield,Vista Unified,2020,female
Julie,Kelly,Vista Unified,2020,female
Martha,Alvarado,Vista Unified,2022,female
Rena,Marrocco,Vista Unified,2022,female
Barbara,Pennington,WALNUT CREEK ELEMENTARY,2010,female
Jon-Michael,Johnson,WALNUT CREEK ELEMENTARY,2010,male
Angela,Borchardt,WALNUT CREEK ELEMENTARY,2010,female
Barbara,Pennington,Walnut Creek Elementary,2014,female
Sherri,McGoff,Walnut Creek Elementary,2014,female
Aimee,Moss,Walnut Creek Elementary,2014,female
Nithin,Iyengar,Walnut Creek Elementary,2022,male
Heidi,Gatty,Walnut Creek Elementary,2022,female
Aimee,Moss,Walnut Creek Elementary,2022,female
Phillip,Chen,Walnut Valley Unified,2011,male
Larry,Redinger,Walnut Valley Unified,2011,male
Y.,Torng,Walnut Valley Unified,2013,male
Cindy,Ruiz,Walnut Valley Unified,2013,female
Helen,Hall,Walnut Valley Unified,2013,female
Phillip,Chen,Walnut Valley Unified,2015,male
Larry,Redinger,Walnut Valley Unified,2015,male
Layla,Abou-Taleb,Walnut Valley Unified,2020,female
Larry,Redinger,Walnut Valley Unified,2020,male
Yi,Torng,Walnut Valley Unified,2022,male
Cindy,Ruiz,Walnut Valley Unified,2022,female
Helen,Hall,Walnut Valley Unified,2022,female
Darrell,McManama,WARNER UNIFIED,2010,male
Gene,Doxey,WARNER UNIFIED,2010,female
Brandie,Taylor,WARNER UNIFIED,2010,female
Edward,Norte,Warner Unified,2012,male
Angela,Acosta,Warner Unified,2012,female
Katie,Ostrander,Warner Unified,2014,female
Brandie,Tayor,Warner Unified,2014,female
Maria,Hill,Warner Unified,2014,female
PJ,Stoneburner,Warner Unified,2018,male
Terry,Cox,Warner Unified,2018,male
Jeannean,Rombal,Warner Unified,2018,female
Melissa,Krogh,Warner Unified,2020,female
Melody,Sees,Warner Unified,2020,female
Todd,Hipper,Warner Unified,2022,male
Rombal,Jeannean,Warner Unified,2022,female
Richard,Reding,WASCO UNION ELEMENTARY,2010,male
James,Forrest,WASCO UNION ELEMENTARY,2010,male
Marty,Jones,WASCO UNION ELEMENTARY,2010,male
Luis,Fernandez,Wasco Union Elementary,2014,male
Richard,Reding,Wasco Union Elementary,2014,male
Anna,Poggi,Wasco Union Elementary,2014,female
Ernie,Sanchez,Wasco Union Elementary,2016,female
James,Forrest,Wasco Union Elementary,2016,male
Ernie,Sanchez,Wasco Union Elementary,2022,female
Richard,Reding,Wasco Union Elementary,2022,male
Cherylee,Wegman,Wasco Union Elementary,2022,female
Jesse,Acebedo,WASCO UNION HIGH,2010,male
Patty,Sanchez,WASCO UNION HIGH,2010,female
Wayne,Wallace,WASCO UNION HIGH,2010,male
Cruz,Rodriguez,Wasco Union High,2012,male
Craig,Fulwyler,Wasco Union High,2012,male
Rhonda,Jones,Wasco Union High,2013,female
S.,Rodriguez,Wasco Union High,2013,male
Richard,Reding,Wasco Union High,2013,male
Craig,Fulwyler,Wasco Union High,2013,male
Wayne,Wallace,Wasco Union High,2013,male
Juan,Bernal,Wasco Union High,2014,female
Patty,Sanchez,Wasco Union High,2014,female
Wayne,Wallace,Wasco Union High,2014,male
Sharon,Nicol,Wasco Union High,2016,male
Joel,Ackerknecht,Wasco Union High,2016,male
Juan,Bernal,Wasco Union High,2018,female
Ernie,Sanchez,Wasco Union High,2018,female
Carl,Hively,Wasco Union High,2018,male
Sharon,Nicol,Wasco Union High,2020,male
John,Steward,Wasco Union High,2020,male
Mario,Juarez,Wasco Union High,2022,male
Juan,Bernal,Wasco Union High,2022,female
Carl,Hively,Wasco Union High,2022,male
Peter,Mathew,WASHINGTON COLONY ELEMENTARY,2010,male
Robert,Dack,WASHINGTON COLONY ELEMENTARY,2010,male
Liz,Faccinto,WASHINGTON COLONY ELEMENTARY,2010,female
Mark,Aguilar,Washington Colony Elementary,2012,male
Gary,Chavez,Washington Colony Elementary,2012,male
Liz,Faccinto,Washington Colony Elementary,2014,female
Stephanie,Martinez,Washington Colony Elementary,2018,female
Peter,Matthew,Washington Colony Elementary,2018,male
James,Dack,Washington Colony Elementary,2018,male
James,Dack,Washington Colony Elementary,2022,male
Stephanie,Morris,Washington Colony Elementary,2022,female
Sandra,Vargas,WASHINGTON UNIFIED,2010,female
Adam,Menke,WASHINGTON UNIFIED,2010,male
Katie,Villegas,Washington Unified,2012,female
Alicia,Cruz,Washington Unified,2012,female
Mary,Leland,Washington Unified,2012,female
Sarah,Kirby-Gonzalez,Washington Unified,2013,female
Sarah,Kirby-Gonzalez,Washington Unified,2014,female
Norma,Alcala,Washington Unified,2014,female
Jackie,Wong,Washington Unified,2016,female
Terry,Ruiz,Washington Unified,2016,male
Eddie,Ruiz,Washington Unified,2016,female
Alicia,Cruz,Washington Unified,2016,female
Coby,Pizzotti,Washington Unified,2016,male
Anna,Campbell,Washington Unified,2016,female
Darrell,Carter,Washington Unified,2018,male
Preston,Jackson,Washington Unified,2018,male
Norma,Alcala,Washington Unified,2018,female
Sarah,Kirby-Gonzalez,Washington Unified,2018,female
Steven,Barra,Washington Unified,2018,male
Alvaro,Venegas,Washington Unified,2020,male
Coby,Pizzotti,Washington Unified,2020,male
Steve,Barra,Washington Unified,2022,male
Virginia,Coffey,Washington Unified,2022,female
Sarah,Kirby-Gonzalez,Washington Unified,2022,female
Eddie,Ruiz,Washington Unified High,2020,female
Anna,Campbell,Washington Unified High,2020,female
Thomas,Mallett,Washington Union Elementary,2013,male
John,Vorwerck,Washington Union Elementary,2013,male
Emily,Hull-Parsons,Washington Union Elementary,2013,female
Hope,Tinney,Washington Union Elementary,2022,female
John,Vorwerck,Washington Union Elementary,2022,male
Jennifer,Morris,Washington Union Elementary,2022,female
Teresa,Ruiz,WASHINGTON UNION HIGH,2010,female
Frank,"Butterfield, Jr.",WASHINGTON UNION HIGH,2010,male
Jim,Curtis,WASHINGTON UNION HIGH,2010,male
Darrell,Carter,Washington Union High,2014,male
Steven,Barra,Washington Union High,2014,male
Neil,Amaral,Washington Union High,2014,male
Henry,Hendrix,Washington Union High,2014,male
Matt,Erickson,Waterford Elementary,2011,male
Lisa,Hawkins,Waterford Elementary,2011,female
Matthew,Thomas,Waugh Elementary,2014,male
Christie,Shern,Waugh Elementary,2014,female
Christine,Pieper,Waugh Elementary,2014,female
Kristine,Weeks,Waugh Elementary,2022,female
Denise,Bugbee,Waugh Elementary,2022,female
Christine,Pieper,Waugh Elementary,2022,female
Jodean,Lewis,WAUKENA JOINT UNION ELEMENTARY,2010,female
Keith,Dawes,WAUKENA JOINT UNION ELEMENTARY,2010,male
Ken,Dawes,WAUKENA JOINT UNION ELEMENTARY,2010,male
Leandro,Sanchez,Waukena Joint Union Elementary,2014,male
Keith,Dawes,Waukena Joint Union Elementary,2014,male
Ken,Dawes,Waukena Joint Union Elementary,2014,male
Phyllis,Harmon,Waukena Joint Union Elementary,2014,female
Joe,Machado,Waukena Joint Union Elementary,2016,male
Mike,Lewis,Waukena Joint Union Elementary,2016,male
Jose,Munoz,Weaver Union,2022,male
Renee,Nelson,Weaver Union Elementary,2018,female
Michael,Carpine,WEED UNION ELEMENTARY,2010,male
Jeff,Repass,WEED UNION ELEMENTARY,2010,male
Melissa,Anderson,WEED UNION ELEMENTARY,2010,female
Caleb,Cordes,Weed Union Elementary,2020,male
Garrett,Greene,Weed Union Elementary,2020,male
Deborah,Goltz,Weed Union Elementary,2020,female
Charles,Ramsey,WEST CONTRA COSTA UNIFIED,2010,male
Madeline,Kronenberg,WEST CONTRA COSTA UNIFIED,2010,female
Elaine,Merriweather,WEST CONTRA COSTA UNIFIED,2010,female
Todd,Groves,West Contra Costa Unified,2012,male
Randall,Enos,West Contra Costa Unified,2012,male
Valerie,Cuevas,West Contra Costa Unified,2014,female
Elizabeth,Block,West Contra Costa Unified,2014,female
Madeline,Kronenberg,West Contra Costa Unified,2014,female
Tom,Panas,West Contra Costa Unified,2016,male
Mister,Phillips,West Contra Costa Unified,2016,male
Consuelo,Lara,West Contra Costa Unified,2018,male
Valerie,Cuevas,West Contra Costa Unified,2018,female
Stephanie,Hernández-Jarvis,West Contra Costa Unified,2018,female
Jamela,Smith-Folds,West Contra Costa Unified,2020,female
Demetrio,Hoy,West Contra Costa Unified,2020,male
Leslie,Reckler,West Contra Costa Unified,2020,female
Otheree,Christian,West Contra Costa Unified,2020,female
Demetrio,Gonzalez-Hoy,West Contra Costa Unified,2022,male
Leslie,Reckler,West Contra Costa Unified,2022,female
Steve,Cox,West Covina Unified,2011,male
Mike,Spence,West Covina Unified,2011,male
Camie,Poulos,West Covina Unified,2011,female
Eileen,Jimenez,West Covina Unified,2013,female
Jessica,Shewmaker,West Covina Unified,2013,female
Daniel,Monarrez,West Covina Unified,2015,male
Michael,Flowers,West Covina Unified,2015,male
Camie,Poulos,West Covina Unified,2015,female
Rose,Lopez,West Covina Unified,2018,female
Eileen,Miranda Jimenez,West Covina Unified,2018,female
Michael,Flowers,West Covina Unified,2020,male
Juanita,Cruz,West Covina Unified,2020,female
Joe,Magallanes,West Covina Unified,2020,male
Rose,Lopez,West Covina Unified,2022,female
Eileen,Jimenez,West Covina Unified,2022,female
Bobby,Lee,West Hills Community College,2015,male
Steve,Cantu,West Hills Community College,2015,male
Mark,McKean,West Hills Community College,2015,male
Crystal,Jackson,West Hills Community College,2020,female
Martin,Maldonado,West Hills Community College,2020,male
Michael,Long,WEST KERN COMMUNITY COLLEGE,2010,male
Carolyn,Hosking,WEST KERN COMMUNITY COLLEGE,2010,female
Dawn,Cole,WEST KERN COMMUNITY COLLEGE,2010,female
Billy,White,West Kern Community College,2016,male
Kathy,Orrin,West Kern Community College,2016,female
Mike,Eveland,West Kern Community College,2022,male
Jeremy,Gregory,West Kern Community College,2022,male
Dawn,Cole,West Kern Community College,2022,female
Frank,Quevedo,WEST PARK ELEMENTARY,2010,male
Gloria,Pineda,WEST PARK ELEMENTARY,2010,female
Thomas,Deubert,WEST PARK ELEMENTARY,2010,male
Aida,Garcia,West Park Elementary,2012,female
Edward,Randolph,West Park Elementary,2012,male
Aida,Garcia,West Park Elementary,2016,female
Luciana,Duarte,West Park Elementary,2016,female
Edward,Randolph,West Park Elementary,2016,male
Richard,Lopez,West Park Elementary,2018,male
Angelica,Pineda,West Park Elementary,2018,female
Thomas,Deubert,West Park Elementary,2018,male
Aida,Garcia,West Park Elementary,2020,female
Mark,Vivenzi,West Park Elementary,2020,male
Kimberly,Vivenzi,West Park Elementary,2021,female
Fernando,Alvarez,West Park Elementary,2022,male
Ezekiel,Rodriguez,West Park Elementary,2022,male
Araceli,Lopez,West Park Elementary,2022,female
Eric,Kirchmann,West Sonoma County Union High,2014,male
Kellie,Noe,West Sonoma County Union High,2014,female
Lori,Bruhner,West Sonoma County Union High,2014,female
Ted,Walker,West Sonoma County Union High,2016,male
Diane,Landry,West Sonoma County Union High,2016,female
Laurie,Fadave,West Sonoma County Union High,2020,female
Julie,Aiello,West Sonoma County Union High,2020,female
Debbie,Ramirez,West Sonoma County Union High,2022,female
Jack,Lucas,WEST VALLEY - MISSION COMMUNITY COLLEGE,2010,male
Buck,Polk,WEST VALLEY - MISSION COMMUNITY COLLEGE,2010,male
Nicholas,Heimlich,WEST VALLEY - MISSION COMMUNITY COLLEGE,2010,male
Chad,Walsh,WEST VALLEY - MISSION COMMUNITY COLLEGE,2010,male
Robert,Owens,West Valley-Mission Community College,2012,male
Adrienne,Grey,West Valley-Mission Community College,2012,female
Jack,Lucas,West Valley-Mission Community College,2014,male
Anne,Kepner,West Valley-Mission Community College,2014,female
Robert,Owens,West Valley-Mission Community College,2016,male
Karl,Watanabe,West Valley-Mission Community College,2020,male
Robert,Owens,West Valley-Mission Community College,2020,male
Kris,Wyatt,WESTERN PLACER UNIFIED,2010,male
Damian,Armitage,WESTERN PLACER UNIFIED,2010,female
Kris,Wyatt,Western Placer Unified,2018,male
Damian,Armitage,Western Placer Unified,2018,female
Brian,Haley,Western Placer Unified,2018,female
Jason,Price,Western Placer Unified,2020,male
Criste,Freymond,Western Placer Unified,2020,female
George,Dykstra,Western Placer Unified,2022,male
Andrew,Nguyen,WESTMINSTER ELEMENTARY,2010,male
K.,Bridgewaters,WESTMINSTER ELEMENTARY,2010,male
Mary,Mangold,WESTMINSTER ELEMENTARY,2010,female
Jamison,Power,Westminster Elementary,2012,male
Amy,Walsh,Westminster Elementary,2012,female
Khanh,Nguyen,Westminster Elementary,2014,male
Penny,Loomer,Westminster Elementary,2014,female
Mary,Mangold,Westminster Elementary,2014,female
Frances,Nguyen,Westminster Elementary,2016,male
Jamison,Power,Westminster Elementary,2016,male
Xavier,Nguyen,Westminster Elementary,2018,male
Jeremy,Khalaf,Westminster Elementary,2018,male
David,Johnson,Westminster Elementary,2020,male
Thomas,Marquez,Westmorland Union Elementary,2011,male
Ron,Davis,Westmorland Union Elementary,2011,male
Jackie,Loper,Westmorland Union Elementary,2011,female
Crecensio,Barajas,Westmorland Union Elementary,2015,male
Rondal,Davison,Westmorland Union Elementary,2015,male
Jackie,Loper,Westmorland Union Elementary,2015,female
Trinidad,Marta,Westmorland Union Elementary,2017,male
Elizabeth,Moreno,Westmorland Union Elementary,2017,female
Elizabeth,Moreno,Westmorland Union Elementary,2022,female
Gloria,Brambila,Westmorland Union Elementary,2022,female
Steven,DeMarzio,Westside Union Elementary,2011,male
Gwen,Farrell,Westside Union Elementary,2011,female
Linda,Jones,Westside Union Elementary,2013,female
John,Curiel,Westside Union Elementary,2013,male
Joan,Sodergren,Westside Union Elementary,2013,female
John,Curiel,Westside Union Elementary,2018,male
Jennifer,Navarro,Westside Union Elementary,2018,female
Billy,Lindoff,Westside Union Elementary,2018,male
Crystal,Johnson,Westwood Unified,2012,female
Pamela,Pettengill,Westwood Unified,2012,female
Shirley,Barber,Westwood Unified,2012,female
Emily,Heffley,Westwood Unified,2016,female
Patty,Bennett,Westwood Unified,2016,female
Taylor,Zapata,Wheatland,2022,male
Kristina,Stineman,Wheatland,2022,female
Raegean,Waltz,Wheatland,2022,female
Denis,O'Connor,WHEATLAND ELEMENTARY,2010,male
Wayne,Bishop,WHEATLAND ELEMENTARY,2010,male
Barbara,Warren,WHEATLAND ELEMENTARY,2010,female
Oscar,Magana,Wheatland Elementary,2012,male
Nicole,Crabb,Wheatland Elementary,2012,female
Ronna,Eaton,Wheatland Elementary,2014,female
Ish,Medina,Wheatland Elementary,2014,male
Raegean,Waltz,Wheatland Elementary,2014,female
Nicole,Crabb,Wheatland Elementary,2016,female
Kathy,Herbert,Wheatland Elementary,2016,female
Ronna,Eaton,Wheatland Elementary,2018,female
Ish,Medina,Wheatland Elementary,2018,male
Raegean,Waltz,Wheatland Elementary,2018,female
Robin,Bogdanoff,Wheatland Elementary,2020,female
Nikki,Crabb,Wheatland Elementary,2020,female
Frank,"Webb, Jr.",WHEATLAND UNION HIGH,2010,male
Cathi,Bradshaw,WHEATLAND UNION HIGH,2010,female
Justin,Guzman,Wheatland Union High,2012,male
Staci,Medina,Wheatland Union High,2012,female
Debbie,Schweitz,Wheatland Union High,2012,female
Tony,Lopez,Wheatland Union High,2014,male
Frank,"Webb, Jr.",Wheatland Union High,2014,male
Shawndel,Meder,Wheatland Union High,2016,male
Anna,Meyerpeter-Newman,Wheatland Union High,2016,female
Patti,Agles,Wheatland Union High,2016,female
Shawndel,Meder,Wheatland Union High,2020,male
Greg,Forest,Wheatland Union High,2020,male
Patti,Agles,Wheatland Union High,2020,female
Irella,Perez,Whittier City Elementary,2011,female
Kenia,Davalos,Whittier City Elementary,2011,female
Cecilia,Perez,Whittier City Elementary,2012,female
Jennifer,Sandoval,Whittier City Elementary,2017,female
Polly,Vigil,Whittier City Elementary,2017,female
Linda,Small,Whittier City Elementary,2017,female
Elizabeth,Leon,Whittier City Elementary,2020,female
Linda,Small,Whittier City Elementary,2022,female
Russell,Calleros,Whittier Union High,2017,male
Jeff,Baird,Whittier Union High,2017,male
Leighton,Anderson,Whittier Union High,2017,male
Jaime,Lopez,Whittier Union High,2020,male
Ralph,Pacheco,Whittier Union High,2020,male
Gary,Mendez,Whittier Union High,2022,male
Irma,Moisa,Whittier Union High,2022,female
Gloria,Mercado-Fortine,William S. Hart Union High,2011,female
Steven,Sturgeon,William S. Hart Union High,2011,male
Steven,Sturgeon,William S. Hart Union High,2015,male
Linda,Storli,William S. Hart Union High,2015,female
Bob,Jensen,William S. Hart Union High,2018,male
Joe,Messina,William S. Hart Union High,2018,male
James,Webb,William S. Hart Union High,2020,male
Linda,Storli,William S. Hart Union High,2020,female
Joe,Messina,William S. Hart Union High,2022,male
Cherise,Moore,William S. Hart Union High,2022,female
Marcy,Parsons,WILLIAMS UNIFIED,2010,male
Andi,Armstrong,WILLIAMS UNIFIED,2010,female
Selene,Tapia,Williams Unified,2012,female
Katie,Davalos,Williams Unified,2012,female
Noelle,Mayes,Williams Unified,2012,female
Kelly,Lewis,Williams Unified,2014,female
Silvia,Vaca,Williams Unified,2014,female
George,"Simmons, Jr.",Williams Unified,2016,male
Yareli,Mora,Williams Unified,2016,female
Rosa,Orozco-Lopez,Williams Unified,2016,female
Cesar,Perez,Williams Unified,2020,male
Kathleen,Bautista,Williams Unified,2020,female
Patricia,Ash,Williams Unified,2020,female
Saprina,Rodriguez,Willits Unified,2011,female
Robert,Kikrpatrick,Willits Unified,2011,male
Laurie,Harris,Willits Unified,2013,female
Christopher,Neary,Willits Unified,2013,male
Cynthia,Carni,Willits Unified,2013,female
Robert,Chavez,Willits Unified,2018,male
Paula,Nunez,Willits Unified,2018,female
Bob,Colvig,Willits Unified,2018,male
Jeanne,King,Willits Unified,2018,female
Alex,Bowlds,Willits Unified,2020,male
Dianne,McNeal,Willits Unified,2020,female
Paula,Nunez,Willits Unified,2022,female
Jennifer,Sookne,Willits Unified,2022,female
Jeanne,King,Willits Unified,2022,female
Joe,Van Order,WILLOW GROVE UNION ELEMENTARY,2010,male
Carole,Greenwald-Aldrich,WILLOW GROVE UNION ELEMENTARY,2010,female
Kyle,Munguia,WILLOWS UNIFIED,2010,male
Alex,Parisio,WILLOWS UNIFIED,2010,male
Michelle,Knight,WILLOWS UNIFIED,2010,female
Alexander,Parisio,Willows Unified,2014,male
Gina,Taylor,Willows Unified,2014,female
Michelle,Knight,Willows Unified,2014,female
Victoria,Green,Wilsona Elementary,2011,female
Christine,Fransen,Wilsona Elementary,2011,female
Robert,Harris,Wilsona Elementary,2018,male
Kathy,Harris,Wilsona Elementary,2018,female
Anne,Misicka,Wilsona Elementary,2018,female
Daniela,Sanchez,Wilsona Elementary,2022,female
William,Forrest,WINDSOR UNIFIED,2010,male
Katy,Dillwood,WINDSOR UNIFIED,2010,female
Sandra,Dobbins,WINDSOR UNIFIED,2010,female
Eric,Heitz,Windsor Unified,2014,male
William,Forrest,Windsor Unified,2014,male
Sandra,Dobbins,Windsor Unified,2014,female
George,Valenzuela,Windsor Unified,2016,male
Esther,Lemus,Windsor Unified,2016,female
Bill,Adams,Windsor Unified,2016,male
Stephanie,Ahmad,Windsor Unified,2018,female
Rich,Carnation,Windsor Unified,2018,male
Eric,Heitz,Windsor Unified,2018,male
Stephanie,Ahmad,Windsor Unified,2022,female
Rich,Carnation,Windsor Unified,2022,male
Paul,Cogorno,Windsor Unified,2022,male
Hassan,Mohsen,Winship-Robbins Elementary,2016,female
Melissa,Boyer,Winship-Robbins Elementary,2016,female
Michael,Olivas,WINTERS JOINT UNIFIED,2010,male
Dan,Maguire,WINTERS JOINT UNIFIED,2010,male
